Session ID,First Token Time (ms),Other Token Times (ms),Total Time (ms)
9663d172-37fa-4195-a7ff-37e0baf4ab46,5001.60,16.49;3280.16;1580.04;1519.94;1643.12;20.08;21.74;3791.37;12.76;96.67;11.69;159.44;4227.77;9.14;5700.31;4307.93;7354.61;3.94;3055.91;3958.63;1727.94;35.68;1834.08;1781.04;75.78;4.78;83.61;177.37;91.25;202.65;114.59;298.70;5.74;229.19;10.90;204.14;184.82;57.67;197.91;94.76;309.81;26.57;2609.36;10.01;27.79;191.42;182.45;1626.51;17.10;8.12;172.02;6745.40;1813.52;2726.56;25.07;1675.47;1844.76;3254.13;1820.80;1805.87;1833.93;1539.13;3637.64;1833.14;2896.85;1825.93;1889.90;3381.21;1688.48;12.50;12.18;96.13;180.41;218.89;10.37;162.53;287.54;30.34;7.81;125.63;116.42;167.25;1746.57;17.86;166.90;202.71;110.32;2952.64;5.82;1571.97;2.30;30.95;248.32;136.05;137.70;210.04;133.06;197.83;174.87;318.03;21.79;193.46;320.88;17.53;333.59;20.54;96.90;218.34;115.97;255.32;50.53;205.95;128.31;2016.90;17.87;11.34;4444.68;1593.75;37.55;6.28;1548.77;7.23;11.36;124.96;233.12;12.87,122580.37
765561ff-5acb-4d55-8821-db3728cd88ce,6638.77,1566.45;1533.65;1633.88;20.00;15.21;3793.08;26.79;96.77;11.59;159.41;4225.70;11.32;6.23;5693.62;4308.53;7353.95;3060.23;3956.70;4.50;1759.89;1835.31;1766.90;64.75;25.19;88.33;166.69;84.93;219.60;92.91;131.43;194.73;88.42;132.31;223.36;147.77;95.03;189.41;85.85;162.31;191.42;198.01;2413.39;14.20;21.67;191.25;1782.41;43.58;5.89;174.36;5090.63;3465.44;1477.48;1274.11;1661.54;1861.54;1626.17;3448.28;1789.05;1825.05;1565.04;3637.98;4.01;1844.39;4693.83;1903.57;1733.77;3335.74;11.57;8.11;101.18;180.37;98.52;130.82;144.97;64.12;271.02;8.17;104.54;136.49;151.34;638.94;1142.19;145.04;224.99;98.38;218.17;2752.03;1554.60;19.86;30.78;226.61;156.29;119.01;227.88;124.79;191.57;193.52;221.45;116.51;193.17;140.77;179.61;133.74;217.51;118.23;206.06;106.08;275.84;51.66;188.51;128.53;2034.17;13.42;12.62;1834.24;4206.99;26.02;18.42;1549.11;2.94;8.74;131.64;142.51;103.62;137.38;237.55;195.23;21.41;220.14;18.15;145.38;2154.71;12.01;21.33,124122.68
4116286c-52c7-47bf-bd1e-d7dc4d3e539a,4367.71,35.73;4.18;5701.17;4305.91;7355.75;3.92;3056.73;3958.79;1761.81;1.00;1834.15;1781.52;75.11;3.91;85.20;177.68;89.12;297.33;21.36;299.44;4.93;229.32;11.01;205.34;182.89;61.41;194.64;95.37;309.38;26.71;2608.88;15.60;22.01;191.44;192.33;1617.09;17.15;8.12;172.66;6745.15;1813.83;2725.96;24.19;1675.89;1843.54;3256.13;1821.10;1805.69;1832.78;1539.72;3637.43;1833.91;2896.30;1825.99;1889.34;3382.17;1688.13;12.38;11.26;97.27;180.61;220.78;8.36;163.33;289.56;28.31;8.91;123.36;117.81;165.68;1747.22;17.85;166.79;300.58;11.81;2954.45;4.01;1571.95;2.49;30.95;248.34;135.46;138.12;214.64;128.16;198.23;174.95;321.08;18.99;193.24;325.63;13.01;341.95;11.98;304.49;10.61;115.70;256.40;239.31;16.80;127.95;2017.17;16.29;12.04;4446.23;1594.15;37.00;5.34;1547.56;7.86;11.45;125.73;233.76;11.55;139.27;305.46;126.65;21.35;221.52;16.09;280.86;2019.33;20.91;16.98;173.38,109009.79
3ce5827b-760a-47a2-85fd-616df170db4e,5695.75,1713.05;6082.82;3870.63;3055.89;3958.58;1728.03;34.51;1835.25;1780.98;75.85;1.39;86.98;177.26;91.41;202.55;114.66;109.63;194.79;88.47;151.47;204.28;184.87;57.55;198.03;94.69;309.75;26.69;2609.35;2.01;30.59;175.57;203.22;1626.77;17.10;6.09;174.08;6745.26;1813.40;2726.72;22.10;1661.59;1861.65;3254.00;1820.78;1805.96;1834.01;1539.05;3637.71;1828.99;2900.83;1825.98;1889.97;3381.13;1688.54;12.59;9.40;98.86;180.36;216.47;12.85;162.54;46.38;271.44;7.81;125.68;116.08;167.58;1746.39;18.03;166.87;202.80;110.32;206.20;2752.25;1571.98;2.30;30.93;248.28;136.11;137.69;209.01;134.09;181.06;191.48;318.13;21.81;193.29;320.89;17.67;126.22;227.94;96.87;218.35;116.02;254.70;50.99;205.97;128.46;2016.73;17.96;11.34;4444.72;1593.59;25.40;18.57;1548.85;6.17;10.99;126.33;233.07;12.95;137.62;237.36;195.40;21.47;220.64;17.48;280.71;2019.50;21.28;16.78;172.09;130.73,104630.50
44aff8d6-c5d6-44ff-8a05-91e8d9177c51,7408.84,6083.71;3869.27;3056.53;3958.76;1.81;1760.17;1835.18;1764.86;65.51;27.01;88.23;177.51;90.59;207.60;109.86;109.76;194.62;88.94;140.21;214.97;149.82;92.51;198.10;95.17;143.36;192.98;196.93;2413.66;30.61;5.40;191.44;1783.24;43.02;5.88;174.99;5090.15;3468.73;2725.98;21.64;1662.92;1860.44;1626.62;3448.94;1805.97;1833.11;1539.65;3637.44;4.88;1843.25;4695.19;1902.27;1735.57;3334.59;10.58;10.28;100.01;180.63;96.08;133.09;148.62;59.52;272.86;6.62;125.90;116.56;166.99;621.42;1143.50;144.17;224.61;98.66;218.13;2752.24;1556.16;17.85;31.38;226.19;157.70;137.95;213.70;118.60;191.98;191.67;230.90;109.13;193.20;140.64;198.09;126.17;227.78;96.47;218.62;93.82;277.81;51.21;205.21;111.14;2033.98;12.65;12.31;4448.95;1594.61;24.20;18.58;1548.38;3.16;9.40;131.73;142.23;103.15;138.96;236.16;195.97;21.49;221.36;16.38;280.77;2019.44;12.39;20.62;177.96;131.85,104630.45
197fcab6-4be2-4e0c-9630-979980155c61,6869.57,11.22;1834.51;3300.16;1878.16;1848.10;2878.27;1827.41;3627.19;1642.84;1691.89;12.51;11.95;96.36;178.61;221.64;9.56;162.09;289.86;28.96;10.48;122.13;271.75;10.65;1748.30;17.76;166.70;298.70;14.02;2954.42;4.04;1571.99;2.91;30.47;248.31;251.46;21.02;330.74;12.50;198.88;174.89;319.34;20.69;324.12;193.25;14.54;341.15;12.83;304.39;9.23;116.39;252.57;243.70;14.72;130.27;2027.87;5.78;15.36;4441.89;1594.50;37.37;5.56;1547.65;9.06;114.02;21.89;233.61;11.00;139.72;305.66;121.04;26.86;221.32;16.49;279.53;2020.65;20.36;17.65;173.04;210.07;31.53,54422.65
181abd3f-731c-433e-8c57-989a3fe6bde9,10002.36,3490.28;3868.45;3056.60;3958.76;1735.82;26.04;1835.20;1781.43;75.19;1.20;87.90;177.54;90.42;208.00;109.52;110.55;193.82;89.07;151.18;205.43;182.90;57.87;198.14;95.26;309.35;26.86;2608.84;1.87;30.43;175.40;213.51;1617.17;17.18;5.78;175.01;6745.04;1814.07;2725.89;21.43;1662.91;1860.45;3254.55;1821.35;1805.72;1832.98;1539.74;3637.37;1833.87;2896.13;1826.11;1889.52;3381.73;1688.56;12.39;8.69;99.71;180.60;220.24;8.94;161.94;46.15;273.02;6.50;125.84;117.51;166.02;1747.19;17.83;166.69;201.96;110.59;206.21;2752.26;1571.96;2.00;31.44;248.31;135.57;137.99;214.28;128.58;198.20;175.95;319.85;19.19;193.29;325.24;13.35;126.20;227.77;96.45;218.61;115.74;256.41;50.70;205.19;128.06;2017.24;17.02;11.40;4445.29;1594.77;37.07;5.60;1548.30;6.03;11.04;127.26;233.67;11.65;139.17;235.96;196.12;21.44;221.47;16.19;280.79;2020.12;20.18;16.98;173.41;131.58;111.68;1575.57;19.64;14.88,106376.94
a5ade685-8e2d-45f2-baca-e7bcaa96c363,3808.17,13.68;13.20;96.66;164.18;4204.86;27.50;11.62;5699.83;4308.62;7353.88;4.54;3055.60;3956.58;1764.59;2.30;1832.67;1781.29;75.92;5.13;82.88;177.19;92.00;295.02;22.15;297.97;6.29;219.92;20.12;203.71;185.16;61.91;193.97;94.25;308.54;28.29;2609.36;16.32;21.62;191.25;183.41;1625.28;17.13;9.04;171.07;6745.23;1810.45;2730.02;26.19;1674.69;3470.38;1628.06;3609.36;17.28;1834.05;3297.78;1879.05;1848.50;2880.94;1826.05;3623.90;1646.60;1689.26;13.44;12.17;95.39;180.35;214.44;14.88;162.73;286.74;30.55;12.25;121.76;266.55;17.12;1746.08;17.88;167.15;301.25;12.09;2955.74;2.43;1572.23;3.49;29.61;248.34;253.46;20.36;331.84;11.37;197.79;396.93;94.64;22.87;333.68;179.59;18.51;332.73;21.56;300.06;15.13;116.23;252.72;240.79;17.83;128.62;2029.69;5.28;14.72;4440.90;1592.84;38.84;7.54;1545.98;10.03;113.80;20.99;232.83;13.35;137.06;304.98;127.87;21.52;219.10;19.27;280.88;2019.11;21.78;16.76;170.78;210.95;34.29;1592.70;4.06;14.13;136.34,114893.92
e1cb4633-b4a2-48a6-bf49-135bed8c1856,7013.57,1.81;1760.20;1835.20;1.21;1780.16;75.32;4.57;84.35;177.46;89.60;294.10;24.39;299.34;5.04;217.12;23.11;349.44;37.36;62.36;195.16;95.11;298.14;38.25;2608.91;15.24;22.46;191.42;1780.08;29.14;17.01;157.68;5113.35;1654.61;3286.29;1274.45;8.78;1671.10;3468.30;1623.17;3620.84;1828.70;1557.73;1756.71;1885.65;1843.27;4695.06;12.87;3625.02;1642.89;1701.35;6.36;10.91;94.00;180.57;219.78;9.45;162.08;290.11;28.77;112.22;20.34;271.87;11.68;1747.16;17.76;166.75;298.74;13.90;2954.44;5.60;1570.41;8.50;24.88;248.31;253.88;19.66;329.75;12.41;198.90;405.78;89.23;19.90;324.25;194.11;13.55;341.56;12.41;304.42;10.66;115.82;306.95;188.50;16.73;128.19;2027.91;10.40;11.76;4440.81;1618.82;13.09;1553.18;3.85;6.38;134.74;142.22;91.47;127.24;258.14;71.00;147.83;177.98;59.80;145.67;2154.52;12.40;20.62;145.77;163.98;78.43;1608.27;17.15;7.30;113.43;192.37;81.49;122.68;1675.89,91080.62
306b49cf-1644-4b61-ba25-7787ccb9a4c9,3970.37,3439.41;6082.01;3871.30;3055.60;3956.62;4.64;1759.92;1834.96;1781.30;50.63;26.95;86.42;177.15;91.95;201.39;115.79;111.38;192.88;88.28;131.82;223.75;147.76;95.15;198.05;94.31;145.31;191.45;198.44;2413.54;30.24;5.07;191.25;1781.66;44.22;5.85;174.29;5090.84;3464.88;2729.93;22.21;1661.52;1857.52;1630.05;3448.11;1806.55;1834.00;1538.69;3638.15;4.08;1844.40;4693.34;1903.99;1733.67;3335.82;9.46;12.91;98.60;180.36;98.45;130.84;162.74;46.34;270.98;8.16;125.82;114.84;168.83;614.37;1149.64;167.14;202.99;110.30;205.82;2752.35;1554.59;20.02;30.72;228.96;152.93;140.27;207.51;124.75;191.72;191.06;223.12;117.30;193.15;140.62;198.02;115.17;239.09;97.01;218.19;93.83;275.18;51.69;206.91;110.80;2034.00;13.52;14.15;4446.71;1592.93;26.12;18.41;1549.26;2.95;10.01;130.36;142.52;103.63;137.16;237.75;195.12;21.43;219.16;19.18;280.93;2019.06;11.98;21.46;175.96;131.51;113.71;1574.98;20.91;11.34;139.95;158.35;80.65;1789.31;9.72;28.21;1573.18;13.28,111582.16
2e53baa6-175e-4590-af3a-52cf478cdcea,5686.26,34.59;1835.22;1781.17;50.25;26.72;87.47;177.06;90.11;203.66;114.57;111.07;193.40;88.46;151.67;204.07;182.90;59.58;197.94;94.92;144.55;191.87;197.98;2413.34;30.29;5.36;191.41;1779.39;46.84;5.79;174.17;5090.62;3469.03;2725.99;20.63;1664.02;1857.93;3257.10;1820.59;1805.85;1833.78;1539.41;3637.41;1833.54;2896.50;1826.03;1889.69;3381.60;1688.12;9.60;12.26;99.02;180.65;96.46;132.63;162.39;46.25;271.81;7.60;125.69;116.50;167.14;614.85;1149.69;166.92;201.27;111.58;205.62;2752.82;1571.96;2.25;31.06;248.34;135.89;137.84;212.66;130.34;181.25;191.59;230.15;109.69;193.36;321.15;17.37;126.44;227.64;96.78;218.52;115.88;255.52;50.70;205.76;111.16;2034.00;16.74;12.61;4444.49;1594.17;24.74;18.65;1547.59;6.48;11.68;126.60;142.42;103.41;138.41;236.63;195.65;21.32;220.94;17.06;280.80;2019.43;21.19;16.80;172.58;132.08;111.92;1574.93;20.51;11.37;140.22;158.32;81.21;1789.93;8.75;28.30;1573.60;12.47,91165.48
a2f8571b-c8cc-4404-99d2-4ca0808605c9,11663.02,4.78;3055.39;3956.09;1730.85;36.18;1832.66;1781.58;75.55;4.98;83.00;177.57;91.64;199.98;117.74;284.76;19.51;216.98;23.07;203.57;185.05;57.72;198.49;94.00;299.20;37.87;2609.39;9.98;27.96;191.24;182.14;1625.21;18.28;9.33;170.58;6744.88;1810.90;2729.39;27.18;1674.66;1839.31;3251.62;1827.18;1806.25;1834.23;1538.94;3638.32;1830.01;2899.27;1826.06;1890.52;3377.06;1692.20;13.72;11.91;95.46;180.36;213.34;15.98;162.83;46.24;270.63;8.46;125.96;114.06;169.58;1745.84;17.70;167.36;200.04;113.58;2955.77;2.23;1572.35;2.47;30.59;248.36;130.33;143.50;207.36;135.89;197.78;171.16;320.07;23.08;192.30;318.54;20.88;331.39;23.07;97.19;217.93;116.32;250.66;53.46;207.09;128.70;2015.96;18.37;11.62;4444.66;1592.49;39.31;5.55;1547.81;9.13;11.30;124.36;232.60;13.68;136.97;237.78;189.67;26.82;219.21;19.28;279.25;2020.40;22.22;16.75;170.35;211.11;32.40;1594.89;3.20;15.04;136.10;171.17;67.30;1789.93;9.50;28.28;1573.01;13.55;1550.00;1557.61;4704.38;6275.14;11.97;29.11;3587.99;9.08;1986.92;2719.87,126896.18
1170ba01-97a0-49ac-aad1-29d600a142fd,9537.50,3852.33;3060.66;3958.82;0.13;1761.65;1835.14;1764.83;65.36;26.45;89.11;165.31;84.92;225.60;109.65;109.75;194.65;88.99;140.37;216.36;148.61;91.99;198.26;76.83;161.44;193.19;196.77;2413.55;30.18;5.99;191.44;1783.15;43.47;5.52;175.23;5089.75;3469.31;2725.90;21.35;1660.11;1863.18;1626.57;3449.76;1805.59;1832.72;1539.76;3637.38;4.66;1843.28;4695.60;1902.03;1735.78;3334.53;9.37;8.21;103.31;180.67;95.71;133.36;148.48;59.50;273.24;6.23;126.02;117.93;165.56;621.23;1143.86;144.65;223.80;99.02;217.88;2752.29;1552.00;21.81;31.56;226.13;157.67;138.12;214.66;117.57;190.16;193.66;230.59;109.42;193.31;140.34;198.24;126.09;227.82;96.32;218.78;93.61;278.55;50.98;205.12;108.14;2037.04;12.25;12.18;4450.07;1594.20;23.61;18.66;1548.21;3.09;9.40;131.90;142.10;103.20;139.36;235.76;196.36;21.29;221.58;16.00;280.93;2019.27;12.27;20.62;178.40;131.59;111.67;1575.86;19.30;10.49;141.69;157.67;81.73;1789.84;8.58;28.51;1573.69;11.86;1554.24;1547.87;1587.30;6851.00;2566.32;22.01;1712.90;1883.80;1987.90;5.03;2753.03;95.73;4751.04;1.32,135477.94
c4bf8480-8141-45c2-b949-97753f554d1f,1800.37,35.10;1780.55;75.12;3.87;85.25;177.67;90.14;296.42;21.25;299.41;5.00;229.42;10.86;205.52;182.70;61.41;194.68;95.39;309.41;26.66;2608.83;15.59;22.06;191.45;192.38;1617.05;17.24;8.03;172.70;6745.17;3287.35;1252.53;24.07;1675.82;3471.22;1628.58;3612.82;14.01;1832.65;3291.92;1885.24;1847.99;2882.25;1825.96;3625.21;1646.36;1688.15;12.29;11.76;96.83;180.73;220.59;8.40;163.27;289.72;28.26;8.81;123.42;271.94;11.55;1747.16;17.94;166.75;300.81;11.53;2954.46;4.07;1571.88;2.86;30.63;248.30;253.91;19.71;332.32;10.47;198.19;405.66;90.44;19.00;333.70;185.16;13.02;341.95;12.02;304.40;10.65;115.63;307.58;188.46;16.64;127.81;2029.61;4.45;14.14;4443.65;1594.26;36.81;5.73;1547.86;8.13;113.29;22.95;233.79;11.50;139.44;305.38;126.78;21.22;221.78;15.75;280.99;2019.85;20.22;16.98;173.45;210.37;32.93;1591.86;3.60;14.50;137.35;169.99;191.92;1667.38;19.05;1574.97;22.76;19.97;3087.98;6.01;4705.44;6275.90;21.86;17.40;3589.54;7.11;1987.91;2758.05;92.30;7.59;4746.88;2098.25;3.34;6.29;44.11;94.75;87.24;127.25;40.73,114013.02
d8baa8ea-24de-48dd-be8e-b0183d773827,6919.61,18.39;3950.23;1759.65;1834.58;2.63;1778.93;75.57;4.98;82.93;177.61;92.37;294.38;22.64;284.65;19.60;219.04;21.01;351.36;37.26;62.33;193.88;93.94;300.88;36.25;2609.39;16.42;21.53;191.24;1781.45;25.83;18.29;157.16;5114.27;1653.33;3289.21;1272.90;8.77;1671.33;3469.95;1626.83;3610.17;1825.93;1564.59;1754.20;1888.38;1844.40;4692.64;14.06;3623.77;1646.90;1698.65;7.82;11.03;92.72;180.36;213.10;16.24;162.83;286.39;30.43;113.46;21.01;265.12;18.49;1745.71;16.53;168.57;301.41;12.33;2955.76;4.80;1569.78;8.87;24.17;248.36;253.07;20.77;331.52;11.73;197.77;395.16;95.95;23.19;326.45;184.21;21.05;331.14;23.32;298.60;16.51;116.35;304.03;186.11;21.02;128.73;2029.67;9.28;10.13;4441.47;1592.46;39.39;1553.36;4.69;6.78;133.33;142.73;89.74;130.34;258.17;67.08;149.48;176.99;61.53;145.21;135.85;2030.83;21.58;145.73;29.70;211.04;34.59;1592.85;6.36;113.76;34.20;171.15;186.33;1670.87;20.25;1575.31;22.34;21.48;3081.33;1591.20;6851.46;2548.06;32.70;10.57;3585.80;9.15;1988.16;2756.31;90.51;11.72;4746.01;2097.83;4.20;7.97;50.99;106.27;67.32;144.06;24.11;392.55;22.41;74.20;132.31;36.23,127130.86
fbe6809f-fed7-415a-a5d0-91fa9af37cce,3600.23,64.64;25.74;74.26;180.21;84.99;225.47;88.53;131.56;189.02;94.00;140.46;216.39;148.69;91.77;188.87;86.38;161.86;166.04;223.73;2411.68;15.57;22.07;191.44;1783.15;26.33;22.66;175.28;5089.66;3469.39;1473.53;1273.71;7.48;1671.15;3471.22;3449.84;1791.64;1828.19;1558.16;3637.40;5.04;1842.96;4695.76;12.48;3625.22;3334.49;9.29;8.83;90.31;180.33;108.42;125.00;156.88;59.45;273.34;6.14;105.31;138.73;154.20;628.75;1147.67;145.27;223.11;99.26;216.55;2753.40;3.84;1568.04;8.84;24.65;248.30;253.98;19.64;332.40;10.38;198.20;405.66;90.52;18.93;333.76;185.23;12.90;342.03;11.93;304.41;10.64;115.60;307.66;188.59;16.49;127.79;2029.61;8.91;11.23;4442.08;1617.72;13.37;1553.57;3.00;7.21;134.16;142.05;92.19;128.23;257.90;69.84;147.93;177.48;60.01;145.60;2154.60;12.24;20.61;178.45;131.62;78.82;1608.71;16.02;9.34;146.11;157.58;81.83;122.55;1675.82;28.50;1573.71;6.10;1559.94;1548.01;1587.26;6850.98;2566.27;13.30;12.10;3586.26;1976.10;23.83;2753.11;92.26;4740.22;15.88;2096.63;3.33;8.71;50.78;107.76;65.16;144.73;23.25;396.47;19.65;74.09;132.28;35.18;114.04;244.03,114747.36
e162d066-11db-44a5-a2c8-116303638ba6,2801.27,2.16;30.74;174.70;203.91;1626.31;17.13;5.96;174.12;6744.74;1810.91;2730.06;21.11;1662.69;1856.88;3251.44;1827.36;1806.48;1833.56;1539.20;3638.17;1829.03;2900.27;1826.15;1890.38;3377.44;1691.96;13.19;9.19;98.64;180.35;214.08;15.25;162.74;46.39;270.86;8.25;125.80;114.75;168.93;1746.00;17.90;167.17;200.14;113.25;205.86;2752.26;1572.27;2.43;30.67;248.33;130.36;143.47;207.49;135.06;181.41;191.02;222.73;117.72;192.25;320.85;18.68;114.29;240.01;96.51;218.66;116.25;251.36;53.05;206.88;128.65;2016.21;18.03;11.64;4444.72;1592.75;26.36;18.39;1547.66;7.95;10.98;125.94;232.72;13.47;136.97;237.96;189.97;26.50;219.05;19.34;279.45;2020.46;21.84;16.75;170.74;131.64;111.69;1576.86;21.11;14.69;136.54;158.41;80.40;1789.46;9.77;28.22;1573.15;13.32;1550.84;1556.69;4704.44;6275.55;11.53;29.13;3588.23;8.74;1987.08;2719.84;129.89;5.30;4750.46;6.08;2091.91;8.69;11.18;43.27;106.58;191.22;19.84;27.28;390.01;21.75;184.90;21.59;116.85;32.65;255.48;18.96;7.48;95.18;3390.01;18.68;8.47;131.71;3821.41;8.58;5.84;2213.46,118682.26
6d7fbbba-b6a4-4269-b822-969d25ca73aa,1966.99,27.23;17.95;158.13;5113.78;1652.02;3287.87;1275.94;8.63;1671.08;3466.71;1624.62;3616.47;1832.80;1556.58;1758.16;1884.59;1844.23;4691.86;14.56;3624.87;1643.86;1701.50;7.73;11.03;92.40;180.04;214.19;15.53;162.68;286.15;31.37;12.49;121.36;266.71;16.69;1736.18;28.20;166.36;298.83;15.25;2952.38;8.45;1569.48;9.18;23.84;248.37;252.39;21.11;327.56;15.69;198.14;394.70;96.11;23.44;324.10;185.53;22.03;332.42;22.16;299.22;15.20;116.66;303.40;184.61;22.43;129.39;2028.63;11.03;10.10;4441.62;1591.55;39.59;1554.04;4.14;7.21;111.46;164.24;88.94;130.06;258.16;67.48;150.15;179.21;59.40;144.18;135.54;2032.15;21.97;145.78;29.03;211.95;32.27;1593.97;7.19;114.01;33.61;172.31;187.82;1667.62;21.28;1575.35;21.72;22.33;3081.20;1591.33;6851.23;2548.46;31.79;11.13;3585.90;8.90;1987.07;2757.58;91.63;9.95;4745.99;2097.86;4.28;8.43;50.51;105.74;67.86;144.42;23.64;392.01;22.88;73.09;133.55;36.12;113.17;242.28;24.62;11.46;98.78;152.30;3249.56;7.25;112.56;27.64;3820.64;9.40;2218.28;5.59;22.42;111.87,116175.60
f7fe7ef1-7181-436f-bf4d-b405210e2c01,6916.71,1813.45;2726.63;22.10;1661.62;1859.00;3256.66;1820.79;1805.91;1833.97;1539.09;3637.67;1832.69;2897.20;1825.97;1889.92;3381.18;1688.51;13.02;8.96;98.85;180.39;96.89;132.39;162.54;46.39;271.46;7.81;125.66;116.31;167.33;1746.49;17.95;166.88;201.52;111.56;205.74;2752.72;1571.97;2.30;30.94;248.28;136.11;137.69;209.14;133.97;181.14;191.49;223.91;115.96;193.38;320.88;17.60;126.46;227.68;96.89;218.34;115.99;255.21;50.56;205.96;111.21;2033.99;17.91;11.35;4444.70;1593.66;25.32;18.59;1547.49;7.49;11.00;126.35;142.43;103.57;137.70;237.30;195.46;21.42;220.79;17.30;280.78;2019.44;21.29;16.79;172.14;130.86;113.51;1574.84;20.71;11.32;140.12;158.38;80.89;1790.05;8.75;28.33;1573.48;12.77;1552.76;1555.18;4705.40;3725.82;2564.59;24.35;3588.69;8.31;1988.10;2718.87;130.51;4.56;4750.55;3.97;2094.07;8.29;11.30;43.57;107.39;191.03;19.20;27.34;391.01;21.00;186.42;19.71;118.23;31.23;257.24;17.11;7.39;95.55;3390.49;18.12;8.36;132.26;1967.18;1863.31;4.47;2214.47;18.53;9.04;110.80;315.98;15.14;540.62;101.61;292.89;9.68;168.77;251.79;131.93;25.31;209.46,116023.60
fae13372-f96c-4dc8-98b0-b5317d9ae56f,5433.17,1565.39;1751.67;1890.77;1842.91;4695.91;12.38;3625.23;1646.41;1698.04;4.65;11.05;95.12;180.80;220.60;8.33;163.26;289.86;28.25;8.70;123.40;272.34;11.13;1747.17;18.02;166.70;301.03;11.26;2954.46;5.29;1570.70;8.21;25.28;248.30;254.12;19.52;332.48;10.29;198.21;405.65;90.62;18.85;333.81;185.24;12.86;342.10;11.85;304.42;10.63;115.58;307.79;189.18;15.84;127.75;2029.62;8.41;10.09;4443.72;1594.30;36.80;1553.53;3.00;6.26;112.21;164.97;92.32;128.22;257.82;69.89;127.67;195.47;46.47;161.42;135.30;2031.44;20.60;145.67;32.76;210.69;32.62;1591.87;4.04;13.21;138.22;169.90;192.11;1667.24;17.33;1576.73;22.81;19.87;3088.14;1587.26;6850.99;2549.14;30.35;9.29;3589.11;6.93;1987.91;2758.17;92.22;7.56;4746.88;2098.30;3.33;7.58;51.91;107.76;65.17;144.72;23.25;396.54;19.58;74.33;132.03;35.18;114.04;244.19;22.00;10.95;100.28;152.32;3250.01;6.19;10.49;130.79;3820.01;9.56;2219.53;3.39;23.93;110.95;215.97;101.37;547.72;107.72;124.79;177.83;169.45;159.25;92.58;158.07;159.01;49.57;156.51;133.05;215.52;4014.55;31.32;2998.60;4.77;3110.50,108425.05
32cab1f0-0471-4cc6-9579-b7146db06be9,6194.92,21.60;1662.90;1860.42;1626.16;3449.07;1792.24;1821.11;1565.63;3637.46;3.70;1844.43;4694.93;1902.65;1734.95;3334.99;10.78;8.02;102.04;180.59;97.43;131.69;144.34;64.15;272.26;7.18;104.33;137.93;167.08;621.50;1143.25;144.21;224.87;98.59;217.85;2752.48;1556.19;17.97;31.15;226.26;157.87;118.04;233.26;118.86;191.99;192.84;229.29;109.35;193.40;140.64;197.85;126.40;227.65;96.68;207.13;105.24;277.83;50.62;188.58;128.28;2034.06;12.68;12.33;4448.71;1594.41;24.41;18.74;1548.47;3.08;9.48;131.41;142.30;103.39;138.76;236.26;195.84;21.31;221.28;16.65;280.91;2020.29;11.34;20.72;177.85;131.79;111.86;1574.96;20.48;10.56;141.19;158.11;81.28;1790.20;8.44;28.29;1573.65;12.42;1553.66;1546.85;1588.20;6850.98;2571.50;17.34;1712.88;1883.73;1988.07;5.16;2752.01;96.66;4750.77;1.67;2096.36;3.72;10.20;49.17;107.76;192.56;17.30;27.27;391.70;20.42;187.29;18.74;118.51;31.03;257.94;16.31;6.14;97.01;3390.90;11.16;12.23;135.20;1966.78;1863.28;2.74;2216.51;7.09;20.25;110.81;316.69;14.34;540.68;101.51;293.10;9.53;168.99;158.25;225.76;25.41;209.08;23.33;133.38;328.69;19.57;4041.29;5.19;2997.34;3097.40;24.31;21.45;143.82,121790.69
6e498f44-3aa2-47f2-bd96-93bf83d8cd0c,10031.49,1253.91;25.56;1674.15;3468.93;1623.24;3620.43;11.69;1834.57;3297.40;1879.42;1849.45;2878.27;1827.25;3626.67;1642.61;1692.61;12.75;11.97;96.13;178.77;220.85;10.11;161.40;286.28;32.83;11.11;121.13;269.73;13.71;1743.61;22.13;165.05;299.87;14.08;2953.88;3.99;1573.28;3.27;30.04;248.34;251.34;21.22;329.61;13.65;198.75;405.22;87.89;21.72;323.87;190.70;17.31;334.87;19.19;303.66;10.06;116.45;303.56;184.66;22.57;128.96;2029.04;6.11;14.92;4442.16;1594.27;36.04;8.07;1546.77;9.22;113.10;22.46;230.71;14.28;139.35;301.91;124.93;26.71;221.00;16.96;279.42;2020.82;20.44;16.87;173.33;209.92;31.91;1593.20;4.77;14.38;136.81;171.95;189.61;1667.92;19.30;1575.79;20.28;22.44;3085.44;7.81;4702.75;6277.49;16.75;21.90;3590.26;7.90;1987.02;2758.20;92.84;7.67;4746.93;2096.94;4.23;7.04;43.90;94.82;86.78;126.06;42.00;302.69;93.15;92.50;114.99;54.37;113.20;243.96;14.86;16.50;101.86;152.90;3239.12;17.72;11.37;129.53;3819.32;9.78;2218.04;5.33;22.66;91.88;236.75;100.22;548.80;84.54;148.94;166.48;153.82;183.79;93.85;154.45;156.28;55.87;155.06;134.76;192.27;4039.47;28.95;2998.13;0.05;3116.15;19.11;8.03;165.25,127013.20
